Date,Treatment,Replicate,Family,Species,Length,count,Shape,N,r,L.min,L.max,a,b,%error,Familiy,weight
2022-12-04,W,4,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-04,W,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,4,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,4,Lethrinidae,Lethrinus atkinsoni,7,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,7.709567196694524
2022-12-04,W,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,4,Labridae,Stethojulis interrupta,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Labridae,Halichoeres miniatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Labridae,Halichoeres miniatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Lethrinidae,Lethrinus atkinsoni,2,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.16679452173457943
2022-12-04,BH,3,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Lutjanidae,Lutjanus carponotatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,3,Labridae,Stethojulis interrupta,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,3,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,3,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,3,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,3,Blenniidae,Petroscirtes sp.,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Lethrinidae,Lethrinus atkinsoni,2.5,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.3301614948505183
2022-12-04,W,3,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Blenniidae,Petroscirtes sp.,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,3,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-12-04,W,3,Siganidae,Siganus fuscescens,4,1,compressed,481,1,3,29.5,0.01,3.07,7.2,Siganidae,0.7052192741610307
2022-12-04,W,1,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,1,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,1,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,1,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,1,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,1,Lutjanidae,Lutjanus carponotatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,1,Lutjanidae,Lutjanus carponotatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,W,1,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-12-04,W,1,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-04,W,1,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-04,BH,1,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,1,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,1,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,1,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,1,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,1,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,1,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BH,1,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,1,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,1,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,1,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,1,Serranidae,Epinephalus merra,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,1,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Labridae,Halichoeres miniatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Blenniidae,Petroscirtes sp.,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Siganidae,Siganus fuscescens,2,1,compressed,481,1,3,29.5,0.01,3.07,7.2,Siganidae,0.08397733468984538
2022-12-04,DM,1,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Lethrinidae,Lethrinus atkinsoni,6,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,4.810307302880793
2022-12-04,DM,1,Lethrinidae,Lethrinus atkinsoni,6,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,4.810307302880793
2022-12-04,DM,1,Lethrinidae,Lethrinus atkinsoni,8,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,11.60073098542898
2022-12-04,DM,1,Lethrinidae,Lethrinus atkinsoni,2,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.16679452173457943
2022-12-04,DM,1,Lethrinidae,Lethrinus atkinsoni,1.75,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.11084763321970215
2022-12-04,DM,1,Lutjanidae,Lutjanus carponotatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DM,1,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-12-04,DM,1,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-04,DM,1,Labridae,Stethojulis strigiventer,1,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,0.02
2022-12-04,DM,1,Labridae,Stethojulis strigiventer,1,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,0.02
2022-12-04,DL,1,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DL,1,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DL,1,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DL,1,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DL,1,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DL,1,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DL,1,Lethrinidae,Lethrinus genivittatus,2.5,1,cylindrical,877,0.99,2.5,22,0.02,3,8.3,Lethrinidae,0.3125
2022-12-04,DL,1,Siganidae,Siganus fuscescens,4,1,compressed,481,1,3,29.5,0.01,3.07,7.2,Siganidae,0.7052192741610307
2022-12-04,BQ,2,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,2,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,2,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,2,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,BQ,2,Siganidae,Siganus fuscescens,2.5,1,compressed,481,1,3,29.5,0.01,3.07,7.2,Siganidae,0.16660031822545612
2022-12-04,BQ,2,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DL,2,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DL,2,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DL,2,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-04,DL,2,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,2,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,2,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,2,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,2,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,2,Labridae,Halichoeres miniatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,2,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,2,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,2,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-05,BH,2,Lethrinidae,Lethrinus variegatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,2,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,2,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,2,Labridae,Halichoeres miniatus,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,2,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,2,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,2,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-05,W,2,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-05,W,2,Lethrinidae,Lethrinus atkinsoni,2,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.16679452173457943
2022-12-05,W,2,Siganidae,Siganus fuscescens,3.5,1,compressed,481,1,3,29.5,0.01,3.07,7.2,Siganidae,0.4680463859457854
2022-12-05,W,2,Labridae,Stethojulis interrupta,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,2,Labridae,Stethojulis interrupta,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,2,Labridae,Stethojulis strigiventer,3,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,0.47330294772439274
2022-12-05,DM,3,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,3,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,3,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,3,Labridae,Halichoeres miniatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,3,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,3,Lutjanidae,Lutjanus carponotatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,3,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,3,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,3,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,3,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-05,DL,3,Lethrinidae,Lethrinus atkinsoni,4,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,1.3910206240333545
2022-12-05,DL,3,Labridae,Stethojulis strigiventer,1,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,0.02
2022-12-05,DL,3,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,5,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,5,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,5,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,5,Labridae,Halichoeres miniatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,5,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,5,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-12-05,BQ,5,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BQ,5,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BQ,5,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BQ,5,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BQ,5,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BQ,5,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BQ,5,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-05,BQ,5,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Labridae,Halichoeres miniatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Labridae,Halichoeres miniatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-05,DM,5,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-05,DM,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Blenniidae,Petroscirtes sp.,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Blenniidae,Petroscirtes sp.,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Pomacentridae,Pomacentrus chrysurus,2.5,1,compressed,54,0.97,2.5,14.5,0.03,3.08,12.1,Pomacentridae,0.5044016300942009
2022-12-05,DM,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,5,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,5,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,5,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,5,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,5,Labridae,Halichoeres miniatus,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,5,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-12-05,BH,5,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,5,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,5,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,BH,5,Lutjanidae,Lutjanus carponotatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-12-05,W,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Blenniidae,Petroscirtes sp.,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Blenniidae,Petroscirtes sp.,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Lethrinidae,Lethrinus variegatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,W,5,Lethrinidae,Lethrinus atkinsoni,2,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.16679452173457943
2022-12-05,DM,4,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,4,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,4,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,4,Labridae,Halichoeres miniatus,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,4,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,4,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DM,4,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-12-05,DM,4,Lethrinidae,Lethrinus atkinsoni,2.5,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.3301614948505183
2022-12-05,DM,4,Pomacentridae,Pomacentrus wardi,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,4,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,4,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,DL,4,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
