Identifier,Location,Year,Habitat,count,Family,Species,length,a,b,abundance.500m2,biomass.kgha,mass.g,FG.fine,FG.coarse,lat,lon,Management,Island,state
47968,Cousin Patch,2014,Patch,2,Acanthuridae,Ctenochaetus truncatus,13,0.0254,3.027,3.25,3.89,60.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47969,Cousin Patch,2014,Patch,2,Acanthuridae,Ctenochaetus truncatus,15,0.0254,3.027,3.25,5.99,92.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47970,Cousin Patch,2014,Patch,2,Acanthuridae,Ctenochaetus truncatus,14,0.0254,3.027,3.25,4.86,75.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
48044,Cousin Patch,2014,Patch,2,Acanthuridae,Naso elegans,38,0.0497,2.839,3.25,98.63,1518.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
48045,Cousin Patch,2014,Patch,2,Acanthuridae,Naso elegans,32,0.0497,2.839,3.25,60.55,932.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
48215,Cousin Patch,2014,Patch,2,Chaetodontidae,Chaetodon lunula,12,0.0312,2.953,3.25,3.12,48.0,Mixed-diet Feeder,Mixed-diet Feeder,-4.332388,55.666324,Protected,Cousin,Shifted
48863,Cousin Patch,2014,Patch,2,Labridae,Cheilinus trilobatus,22,0.021,2.972,3.25,13.32,205.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
48864,Cousin Patch,2014,Patch,2,Labridae,Cheilinus trilobatus,17,0.021,2.972,3.25,6.19,95.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49260,Cousin Patch,2014,Patch,2,Labridae,Halichoeres hortulanus,13,0.0222,3,3.25,3.17,49.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49261,Cousin Patch,2014,Patch,2,Labridae,Halichoeres hortulanus,14,0.0222,3,3.25,3.96,61.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49438,Cousin Patch,2014,Patch,2,Labridae,Halichoeres marginatus,10,0.0215,3,3.25,1.40,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49439,Cousin Patch,2014,Patch,2,Labridae,Halichoeres marginatus,10,0.0215,3,3.25,1.40,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49557,Cousin Patch,2014,Patch,2,Labridae,Hemigymnus fasciatus,23,0.0289,3,3.25,22.84,352.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49815,Cousin Patch,2014,Patch,2,Labridae,Labroides dimidiatus,10,0.0076,3.105,3.25,0.63,10.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49816,Cousin Patch,2014,Patch,2,Labridae,Labroides dimidiatus,10,0.0076,3.105,3.25,0.63,10.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49817,Cousin Patch,2014,Patch,2,Labridae,Labroides dimidiatus,8,0.0076,3.105,3.25,0.31,5.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50176,Cousin Patch,2014,Patch,2,Labridae,Thalassoma hebraicum,12,0.0183,2.862,3.25,1.46,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50177,Cousin Patch,2014,Patch,2,Labridae,Thalassoma hebraicum,12,0.0183,2.862,3.25,1.46,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50695,Cousin Patch,2014,Patch,2,Lutjanidae,Lutjanus bohar,24,0.017,3.035,3.25,17.06,263.0,Piscivore,Piscivore,-4.332388,55.666324,Protected,Cousin,Shifted
50712,Cousin Patch,2014,Patch,2,Lutjanidae,Lutjanus fulviflamma,23,0.0239,2.906,3.25,14.07,217.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.332388,55.666324,Protected,Cousin,Shifted
51565,Cousin Patch,2014,Patch,2,Mullidae,Parupeneus cyclostomus,13,0.012416,3,3.25,1.77,27.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.332388,55.666324,Protected,Cousin,Shifted
51607,Cousin Patch,2014,Patch,2,Mullidae,Parupeneus macronemus,12,0.0052,3.381,3.25,1.50,23.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
51608,Cousin Patch,2014,Patch,2,Mullidae,Parupeneus macronemus,13,0.0052,3.381,3.25,1.97,30.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
51942,Cousin Patch,2014,Patch,2,Pomacanthidae,Pomacanthus semicirculatus,22,0.0286,3,3.25,19.78,305.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
51943,Cousin Patch,2014,Patch,2,Pomacanthidae,Pomacanthus semicirculatus,19,0.0286,3,3.25,12.74,196.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
52727,Cousin Patch,2014,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
53806,Cousin Patch,2014,Patch,2,Scaridae,Chlorurus sordidus,17,0.0182,3.15,3.25,8.88,137.0,Herbivore Excavator,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54538,Cousin Patch,2014,Patch,2,Scaridae,Scarus frenatus,42,0.0169,3.049,3.25,97.68,1504.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54622,Cousin Patch,2014,Patch,2,Scaridae,Scarus niger,34,0.0142,3.14,3.25,59.40,914.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54623,Cousin Patch,2014,Patch,2,Scaridae,Scarus niger,28,0.0142,3.14,3.25,32.29,497.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54782,Cousin Patch,2014,Patch,2,Scaridae,Scarus prasiognathos,32,0.0142,3.14,3.25,49.10,756.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54783,Cousin Patch,2014,Patch,2,Scaridae,Scarus prasiognathos,30,0.0142,3.14,3.25,40.10,617.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55254,Cousin Patch,2014,Patch,2,Scaridae,Scarus rubroviolaceus,22,0.0136,3.109,3.25,13.18,203.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55785,Cousin Patch,2014,Patch,2,Siganidae,Siganus sutor,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55786,Cousin Patch,2014,Patch,2,Siganidae,Siganus sutor,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55787,Cousin Patch,2014,Patch,2,Siganidae,Siganus sutor,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55788,Cousin Patch,2014,Patch,2,Siganidae,Siganus sutor,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55789,Cousin Patch,2014,Patch,2,Siganidae,Siganus sutor,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55790,Cousin Patch,2014,Patch,2,Siganidae,Siganus sutor,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55791,Cousin Patch,2014,Patch,2,Siganidae,Siganus sutor,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55792,Cousin Patch,2014,Patch,2,Siganidae,Siganus sutor,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55793,Cousin Patch,2014,Patch,2,Siganidae,Siganus sutor,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55794,Cousin Patch,2014,Patch,2,Siganidae,Siganus sutor,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47309,Cousin Patch,2014,Patch,3,Acanthuridae,Acanthurus nigrofuscus,14,0.0301,2.967,3.25,4.92,76.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47801,Cousin Patch,2014,Patch,3,Acanthuridae,Ctenochaetus striatus,15,0.0254,3.027,3.25,5.99,92.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47802,Cousin Patch,2014,Patch,3,Acanthuridae,Ctenochaetus striatus,14,0.0254,3.027,3.25,4.86,75.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47971,Cousin Patch,2014,Patch,3,Acanthuridae,Ctenochaetus truncatus,12,0.0254,3.027,3.25,3.05,47.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
48686,Cousin Patch,2014,Patch,3,Labridae,Anampses meleagrides,10,0.0105,3,3.25,0.68,10.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
48687,Cousin Patch,2014,Patch,3,Labridae,Anampses meleagrides,10,0.0105,3,3.25,0.68,10.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
48688,Cousin Patch,2014,Patch,3,Labridae,Anampses meleagrides,10,0.0105,3,3.25,0.68,10.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
48790,Cousin Patch,2014,Patch,3,Labridae,Bodianus axillaris,14,0.020698,3.001476,3.25,3.70,57.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49068,Cousin Patch,2014,Patch,3,Labridae,Gomphosus caeruleus,9,0.0177,3,3.25,0.84,13.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49262,Cousin Patch,2014,Patch,3,Labridae,Halichoeres hortulanus,13,0.0222,3,3.25,3.17,49.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49440,Cousin Patch,2014,Patch,3,Labridae,Halichoeres marginatus,10,0.0215,3,3.25,1.40,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49441,Cousin Patch,2014,Patch,3,Labridae,Halichoeres marginatus,10,0.0215,3,3.25,1.40,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49442,Cousin Patch,2014,Patch,3,Labridae,Halichoeres marginatus,8,0.0215,3,3.25,0.72,11.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49443,Cousin Patch,2014,Patch,3,Labridae,Halichoeres marginatus,8,0.0215,3,3.25,0.72,11.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49444,Cousin Patch,2014,Patch,3,Labridae,Halichoeres marginatus,12,0.0215,3,3.25,2.41,37.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49558,Cousin Patch,2014,Patch,3,Labridae,Hemigymnus fasciatus,23,0.0289,3,3.25,22.84,352.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49818,Cousin Patch,2014,Patch,3,Labridae,Labroides dimidiatus,10,0.0076,3.105,3.25,0.63,10.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49819,Cousin Patch,2014,Patch,3,Labridae,Labroides dimidiatus,10,0.0076,3.105,3.25,0.63,10.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49820,Cousin Patch,2014,Patch,3,Labridae,Labroides dimidiatus,10,0.0076,3.105,3.25,0.63,10.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50031,Cousin Patch,2014,Patch,3,Labridae,Stethojulis albovittata,13,0.0128,3.077,3.25,2.23,34.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50178,Cousin Patch,2014,Patch,3,Labridae,Thalassoma hebraicum,14,0.0183,2.862,3.25,2.27,35.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50713,Cousin Patch,2014,Patch,3,Lutjanidae,Lutjanus fulviflamma,30,0.0239,2.906,3.25,30.45,469.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.332388,55.666324,Protected,Cousin,Shifted
51944,Cousin Patch,2014,Patch,3,Pomacanthidae,Pomacanthus semicirculatus,31,0.0286,3,3.25,55.35,852.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
52608,Cousin Patch,2014,Patch,3,Pomacentridae,Chromis weberi,8,0.0391,3,3.25,1.30,20.0,Planktivore,Planktivore,-4.332388,55.666324,Protected,Cousin,Shifted
52728,Cousin Patch,2014,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52729,Cousin Patch,2014,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52730,Cousin Patch,2014,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52731,Cousin Patch,2014,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52732,Cousin Patch,2014,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52733,Cousin Patch,2014,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52734,Cousin Patch,2014,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52735,Cousin Patch,2014,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52736,Cousin Patch,2014,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52737,Cousin Patch,2014,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
53259,Cousin Patch,2014,Patch,3,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
53628,Cousin Patch,2014,Patch,3,Scaridae,Calotomus carolinus,17,0.0122,3.167,3.25,6.25,96.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
53629,Cousin Patch,2014,Patch,3,Scaridae,Calotomus carolinus,27,0.0122,3.167,3.25,27.05,416.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
53807,Cousin Patch,2014,Patch,3,Scaridae,Chlorurus sordidus,36,0.0182,3.15,3.25,94.42,1454.0,Herbivore Excavator,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
53808,Cousin Patch,2014,Patch,3,Scaridae,Chlorurus sordidus,14,0.0182,3.15,3.25,4.82,74.0,Herbivore Excavator,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
53809,Cousin Patch,2014,Patch,3,Scaridae,Chlorurus sordidus,15,0.0182,3.15,3.25,5.99,92.0,Herbivore Excavator,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54539,Cousin Patch,2014,Patch,3,Scaridae,Scarus frenatus,20,0.0169,3.049,3.25,10.17,157.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54608,Cousin Patch,2014,Patch,3,Scaridae,Scarus globiceps,33,0.0169,3.049,3.25,46.83,721.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54624,Cousin Patch,2014,Patch,3,Scaridae,Scarus niger,34,0.0142,3.14,3.25,59.40,914.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54784,Cousin Patch,2014,Patch,3,Scaridae,Scarus prasiognathos,26,0.0142,3.14,3.25,25.58,394.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54785,Cousin Patch,2014,Patch,3,Scaridae,Scarus prasiognathos,23,0.0142,3.14,3.25,17.41,268.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54786,Cousin Patch,2014,Patch,3,Scaridae,Scarus prasiognathos,26,0.0142,3.14,3.25,25.58,394.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55255,Cousin Patch,2014,Patch,3,Scaridae,Scarus rubroviolaceus,44,0.0136,3.109,3.25,113.68,1750.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55256,Cousin Patch,2014,Patch,3,Scaridae,Scarus rubroviolaceus,17,0.0136,3.109,3.25,5.91,91.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55257,Cousin Patch,2014,Patch,3,Scaridae,Scarus rubroviolaceus,34,0.0136,3.109,3.25,51.00,785.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55360,Cousin Patch,2014,Patch,3,Serranidae,Aethaloperca rogaa,26,0.0396,2.761,3.25,20.75,319.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.332388,55.666324,Protected,Cousin,Shifted
55795,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55796,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55797,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55798,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55799,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55800,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55801,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55802,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55803,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55804,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55805,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55806,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55807,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55808,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55809,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55810,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55811,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55812,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55813,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55814,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55815,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55816,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55817,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55818,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55819,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55820,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55821,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55822,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55823,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55824,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55825,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55826,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55827,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55828,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55829,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55830,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55831,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55832,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55833,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55834,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55835,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55836,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55837,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55838,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55839,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55840,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55841,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
